,app,description,image,logo
42,com.dietcoacher.sos,"√ Keep your motivation alive with inspiring tips, photos, good points and rewards√ The best weight loss tracker√ Lose weight fast and naturally and get into fitness by taking up small healthy lifestyle changes√ Way much more than just a calorie counter and a weight chartMy Diet Coach – Win the mental game of dieting!Join the thousands who already lose weight with My Diet Coach - You can do it too!*** So, how will My Diet Coach help you lose weight? ***My Diet Coach will help you find your inner motivation, help keep you on track, let you make healthy lifestyle changes and resist food cravings, emotional eating, avoid exercise laziness and other weight loss difficulties:•	Set your goal (We'll help you to achieve it)•	Track your progress (New! Visual weight tracker – See your lost weight ""drop off""…).•	Get reminders of what's important  (Your goal, motivational photos and reminders for your next exercise class)•	Take up small, healthy lifestyle changes - You'll never forget to drink water again!•	Boost your weight loss motivation with our inspiring tips, quotes,  good points and many other tools •	Be rewarded for your success - it's a lots of fun and super motivating✓ My Diet Coach is Inspiring and original with its colorful graphics - no other app is like it! That's why My Diet Coach was featured in top publications such as Forbes, The Next Web and CBS News.*** Your new life is just one tap away. You’ve got to try it – It's free! ***MORE DETAILS:We all know that in order to lose weight you just have to consume fewer calories than you burn. Sounds easy, doesn't it? But simply knowing this doesn't make losing weight any easier at all. While other apps might offer just a calorie counter or a weight chart,  My Diet Coach offers a full set of motivational and lifestyle changing tools:1. Customized reminders – Quickly boost your weight loss motivation and make small, healthier changes:   •	Remember your goal   •	Motivation - Pop-ups of your before and after photos   •	Drink water   •	Always be prepared with healthy snacks   •    Remember  your exercise class   •	Take a look at your weight chart    •	And much more!2. Visual weight tracker    •	The tracker is a fun, motivational and inspiring way to log your weight -  Visually see and track how much you've lost so far (Much better than a simple weight chart!)3. Daily challenges program which will help you to:    •	Be more active and improve your fitness - Take the stairs instead of the elevator; Do some squats before sitting down    •	Eat healthier and improve your nutrition - Keep your portion size down; Fill half of your plate with vegetables   •	Improve your self control - Avoid sugary drinks and high calorie fast foods; Avoid snacking in front of the TV•	Lose body fat and increase calorie burn•	Get “Healthy Lifestyle” points for your achievements4. Your motivation photos  •	To assist you in those moments of weakness  •	Before and after photos   •	Any other photo that motivates you5. Inspirational quotes and tips arranged by common weight loss challenges   •    Food cravings tips  •    Exercise laziness tips  •    Family meals tips  •    And many others!6. Get rewards – good points program, virtual fashion items   •   Get ""Healthy lifestyle"" points and virtual rewards for doing the right thing -  A really fun game-like experience!7. Customize your avatar with the virtual fashion items you get (for women only)  • It's fun, interactive and super motivating  • Game like experience8. Lose even more weight with My Diet Coach - Pro. By purchasing the Pro you can also get: • Food cravings panic button and panic tips •  Weight chart (In addition to the tracker) •  Body measurements chart  • Diet diary with calorie counter, exercise calorie burned and meals journal • Water consumption tracker •	    BMI calculator •	    More...",http://lh3.googleusercontent.com/zhQas3bC1WgupCBGW-KJswChglj0trlWuYhvPxdsUIXvc9jhclk6ICrN01IOPLnLHw=h900,http://lh6.ggpht.com/PdDWcU_6lPlgD4yWC5SoWOl-szqZlR92VKT-43kWWETBnMD5x6fEocCK2NuJrBnYJM8=w300
43,com.lib.cwmoney,"※※,CWMoney the best finance management software for Android,  free 、easy to record daily expense,income money.※CWMoney is a Finance Management Software for Android, This Free Version have almost full function, it's easy to using, if you feel this free program help you,please give it good rating on Market,It will keep us update it, thank you.※If you like it, Upgrade the Pro. Version now（special price $4.99 for limited time):https://market.android.com/details?id=com.lib.cwmoneyexQ: How to edit/delete account/transaction/balance etc?A: Long tap in the list to bring up popup menuCWMoney is a personal finance manager.- UI Theme Select- Shortcut,Widget for QuickTrack.- Multiple accounts - Multiple currency- Support GPS,Camera,Album,Voice,Calc.- Transfers and Account Exange Rate- Hierarchical categories with custom attributes- setMonth budgets- Catalog ,Subcatalog Append/Edit- Filtering and PieChart reporting- Data Export (Excel XML,CSV ) EX.- Backup Send to Dropbox , Gmail , FTP...*WARNING*Please DO BACKUP before any upgrade! It is not recommended to move CWMoney to SD card.*PERMISSIONS*PHONE STATE - used to forget find back your password.LOCATION - to stamp current location on a transactions, can be switched off in the preferencesINTERNET - for check update,and required by Google Maps component to edit/view locationsCAMERA - to attach pictures to transactions",http://lh3.googleusercontent.com/dKD8VcFhX2NQWTDWeuxwCMrTSKN9cPQAHL_HyqvnBmR6qeWLLZwj9A-0lnbdlONntQ=h900,http://lh3.googleusercontent.com/xPcOwWBvmzY-TSBd-xdtNQJIXQn9HYBaaqOCZdC6UR5uhgJ8HLkobk2SJGJWt7xzpQ=w300
44,com.runtastic.android.sleepbetter.lite,"Start tracking your sleep cycle and waking up feeling refreshed to the sounds of the Smart Alarm clock! Sleep Better is a sleep tracker and alarm clock all in the same app, it will track your sleep cycle and wake you up at the optimal time with the Smart Alarm clock feature. Whether you struggle to fall asleep, are interested in tracking the phases of your sleep cycle, want better sleep, or simply want some new alarm clocks sounds, Sleep Better will help you wake up ready to seize the day!Using our sleep monitor app you can track your sleep cycle and wake up at the right time for you with the smart alarm clock. A good night's sleep is all about good habits and optimising your sleeping environment for a better sleep. With our sleep tracker app you can see how long you slept with the sleep timer, analyse your sleep cycle and use this to monitor your sleep quality and see where you can improve our Sleep Better app.* Start your sleep app and simply set your device on your bed (next to your pillow). Plus, you can make use of all tracking features, even when in flight mode! * Track your sleep cycle and duration with the sleep timer* Develop a better understanding of your light sleep, deep sleep & time spent awake in bed, (when falling asleep or waking up in the morning)* Use the smart alarm clock to wake up at the ideal time during a sleep cycle* Enjoy a variety of alarm clock sounds and snooze functionality for a perfect, personalised start to your day* Enter daily habits & variables, such as caffeine consumption, exercise info, alcohol consumption and stress level, to determine the effects of these variables on your sleep quality* Monitor moon phases and see if this affects your sleep* Keep a dream diary to learn what you dream about most and what percentage of your dreams are good, bad or neutral* Note your moods as part of your daily stats upon waking up* View sleep history - your personal sleep tracking log - within a clean, modern app design, including daily stats and overviews for longer time periods (i.e. a selected week or month)* Filter history taking daily variables into account to determine when you’re sleeping best* Compatible with tablets* Share your sleep sessions via Google+, Facebook, Twitter, WhatsApp & email* Some functions & benefits are limited in the free version of Sleep Better. To access all benefits, users are encouraged to take advantage of the Sleep Better in-app purchase.What are you waiting for? Download this simple, yet functional, sleep tracker and smart alarm today and start getting better sleep! If you’d like even more information on why sleep is such an important part of your overall health, wellness and fitness efforts then visit the Runtastic Blog today to read our sleep series.Sleep Better with Runtastic: Because great nights lead to great days!",http://lh3.googleusercontent.com/hPuvYhsF_QNftMh4_RcTTev5u9i-pHNb-SQphoYszhbMmYVZUDY3oUAHaCEVGbvC4F4=h900,http://lh3.googleusercontent.com/SquyoaP_43X5X45YmT9ihnLuDIPEvKke9Vq5rSu3Y3OiOjW6yWC7jHYPX3Gs4xnperdb=w300
45,com.runtastic.android.pedometer.lite,"The Runtastic Pedometer Step Counter app is a simple, yet feature packed step counter app and turns your phone into your own personal step tracker. It will also show the duration, calories burned and walking distance. The app will also continue to count your steps if it's placed in your pocket or bag. Start our pedometer app with one tap and get moving!APP FEATURES & BENEFITS: (limited in free version)* Automatic step counting (even if your phone is in your pocket, bag etc)* Accurate calculation of calories burned* Calculates speed & distance* Steps per minute counter* Training and activity log including analysis* Overall stats of all your walking activities* Share your activities on Social Media like Google+, Facebook, Twitter, WhatsApp and many more* Sync with Runtastic.com: Manage all data online* Users can save body metrics like weight and height for a more accurate calorie countRuntastic Pedometer and Step Counter is the ideal step tracker app to stay motivated to walk more, rack up more steps and walk greater distances by foot. Our Pedometer app helps you reach the recommended 10,000 steps per day. Kick off your journey towards a fitter, healthier self!April 2016Runtastic Pedometer Step Counter is a simple, yet feature packed, app that will track the number of steps you take using just your phone. It will also show the duration, distance, and calories burned during your walking. The app will also continue to work if it's placed in your pocket or bag. Start the pedometer with one tap and get moving!APP FEATURES & BENEFITS: (limited in free version)* Automatic step detection (even if your phone is in your pocket, bag etc)*  Accurate calculation of calories burned* Calculates speed & distance* Steps per minute counter* Training and activity log including analysis* Overall stats of all your activities* Share your activities on Social Media like Google+, Facebook, Twitter, WhatsApp and many more* Sync with Runtastic.com: Manage all data online* Users can save body metrics like weight and height for a more accurate calorie countRuntastic Pedometer and Step Counter is the ideal way to track your steps and to stay motivated to walk more, rack up more steps and walk greater distances by foot. Our Pedometer app helps you reach the recommended 10,000 steps per day. Kick off your journey towards a fitter, healthier self!",http://lh4.ggpht.com/Xy7tReZroOxecE1uA2iKh5QPa3sipQKcoWUFF-9GGJk4UxyZpRaF0f6uX1Ff9s-mjr8=h900,http://lh5.ggpht.com/FKQnEUw4loHIcDMtUPa9erc5Rg6azRXETgtz3QR7jR2tedyHLF2hYWsmZ0sTsVN16Q=w300
46,com.mapmyride.android2,"Map My Ride – GPS Cycling, Riding, Mountain Biking, Workout Tracking and Calorie CounterStart riding with the MapMyRide community. Record GPS-based activities to view detailed stats; connect with 400+ devices to import and analyze all your data in one place; log over 600 different activity types. New Android Wear app allows you to start tracking and keep an eye on your progress all from your wrist.ALL THE FEATURES YOU NEED TO SUCCEED☆ Gear Tracker - Add your athletic shoes and start tracking mileage with Gear Tracker. Help yourself avoid common injuries and get notified when it’s time for a new pair.☆ 600+ Activities - Log and record workouts with the largest selection of activities, including running, cycling, walking, gym workouts, cross training, yoga and tons of others.☆ Workout Stats - Record GPS-based workouts with customizable voice feedback for precise stats like pace, route, distance, calorie burn, elevation profile and more.SHARE FITNESS & NUTRITION DATA☆ Share Data - Sync your account with other health and nutrition apps like MyFitnessPal and Google Fit. TRAIN LIKE A PRO WITH MVP MEMBERSHIP☆ Go MVP - Be a premium member for an ad-free experience and access special features like heart rate analysis, personal training plans, audio coaching, and Live Tracking.☆ MVP Members Only - Enjoy exclusive offers and promotions from our partners.JOIN THE COMMUNITY ☆ Activity Feed - Share your progress and see what friends are doing on your Activity Feed. Whether you’re a beginner, casually active, looking to rededicate yourself to fitness or an athletic enthusiast, you’ll fit in perfectly with our 30+ million member strong community.☆ Social - Share your progress and workouts with friends on social media.MORE FEATURES ON THE WEB☆ 24/7 Activity Graph - Connect devices to view steps, sleep, workouts and more, all in one expertly designed graph. ☆ Import Data - We make it easy to connect and import data from the best activity tracking devices in the industry. Connect devices from Jawbone, Misfit, Fitbit, Garmin, Withings and more (Bluetooth Smart™ and ANT+™).☆ Challenges - Join Challenges for some friendly, virtual competition, climb the leaderboards and win prizes.Be sure to visit us at www.MapMyFitness.com for the full experience.Should you choose to upgrade to MVP, payment will be charged to your Google Wallet account at confirmation of purchase. The monthly subscription costs USD 5.99 per month while the yearly subscription costs USD 29.99 per year or USD 2.50 per month. Subscription renews automatically unless cancelled at least 24 hours prior to the end of the current period. There is no increase in cost when renewing. Subscriptions can be managed and auto-renewal turned off on wallet.google.com and click on ‘Update or cancel your subscription’ on the Transactions page after purchase. Once purchased, the current period cannot be cancelled. Any unused portion of a free trial period is forfeited if you choose to purchase a subscription to MVP. Find the full terms and conditions, and our privacy policy, at http://www.mapmyfitness.com/terms_of_use and http://about.mapmyfitness.com/about/user-privacy-policy/ respectively.",http://lh3.googleusercontent.com/rLIQbDtmxbijM2hZMDbIceXJyDT5ez2pDNWM6bMbvfOLIiaQL3RITRvk47b-cINa2oKr=h900,http://lh3.googleusercontent.com/QFnJOdLjLxgRLGEZ6Btr9DYT2d-GqaQOyty-e2hzv0Q9RHXbLfbPPYF4bhHooOqAcwI=w300
47,com.expensemanager,"Looking for an expense and budget tool? Stop searching. Expense Manager is simple, intuitive, stable and feature-rich app that is just designed for you. Everything you need at your fingertips to manage the expenditures, checkbook and budgets. 100% FREE – full features, no hidden charges or in-app purchases by Bishinews, a top rated developer by Google.• Tracking expenses and incomes• Split Transaction - Record all items in a single transaction with different category and amount• Recurring expense and income• Multiple accounts• Taking a picture of receipt• Tracking tax• Tracking mileage• Tracking debts• Credit Card• Credit Card and bank SMS message parsing• Write, Print, and Email Checks • Organizing bills by week, month and year as well as by categories• Schedule the payments and recurring payments• Payment alerts• Daily, weekly, monthly, and yearly budget with progress bar• Daily, weekly, monthly, and yearly summary• Calendar view for expense and income• Calendar budget forecasting• Search by category, subcategory, payee/payer, payment method, status, description, tag, etc.• Reports in HTML, CSV, Excel and PDF• Import and export account activities• Charts by category, subcategory, payee/payer, payment method, status, description, tag, date etc.• Email report for print• Automatic backup on Dropbox, Google Drive and SD Card• Automatic sync between devices via Dropbox• Currency converter • Regular calculator• Tip calculator• Loan calculator• Credit card payoff calculator• Interest calculator• Note• Shopping list• User can easily customize background color, action bar color and button color.• Customizing date format• Customizing category and subcategory• Payment method, payee/payer, Tags, income category and status can be entered or updated by user• Multiple currencies support• English• German• French• Spanish• Portuguese• Russian• Italian• Turkish• Indonesian• Chinese (Simplified)• Chinese (Traditional)• Widgets: overview, summary, budget, calculator, quick add etc.• PIN protection • No registration and internet access are required.• Active developer supportNo other app can beat us on features. It's all free.PERMISSIONS EXPLANATION:• Storage: backup data in sdcard and external storage. Save purchase receipt in sdcard and external storage.• GET_ACCOUNTS: back up data on Google Drive.• SMS: Parse SMS message from your credit card and bank and save it automatically in the app. If you don't use this feature, go to phone Settings/Apps/Expense Manager/Permissions to switch off SMS permission on phones with Android 6 and up. All data save on your phone or your personal cloud account. Nobody but you can access your account.Thanks for the help from:Emilio Blanco for Spanish translation. Christian Glass and Manuel Gruber for German translation.Michel Graciano, Gustavo de Freitas Leite and Ricardo Gomes for Portuguese translationCerrato Renaud for French translationKey words: Expense Manager, Expense Tracker, Money Manager, Money Tracker, Budget Tracker, Spending Tracker, Budget Manager, Budget Planner, Checkbook, Finance Manager, Daily Expense, Home BudgetPlease email question and feature request directly to developer at pfinanceapp@gmail.com. We actively support users.",http://lh3.googleusercontent.com/mjurG9GPc420IZjBK44pHAuKLbPn4D1PDSAWkvgaVkZCAB24TnFA7WQ_LeN7cXuXXRE=h900,http://lh3.googleusercontent.com/DuociTkA2k_hEo2k5fvBqGPAKLROAYDVEVmhj32A-i7GoBo7bxQl72cW5keyYuW-PQXb=w300
48,com.intuit.quickbooks,"Perfect for small business owners that need accounting or payroll. A mobile and desktop solution to manage your finances on-the-go and get paid faster. Save time and run your business efficiently.See Dashboard business insights at a glance• View your Profit and Loss reports to know what you’re making and spending. • See expenses by category.• View all your open and overdue invoices.• See today’s account balances on the go.INVOICE YOUR CLIENTS AND GET PAID FROM ANYWHERE• Create and send professional invoices and quotes.• Create and send professional quotes and invoices to your customers.• Keep cash flowing by sending customised Invoices for instant payment online.• Receive notifications when invoices have been viewed and paid.MANAGE EXPENSES, SALES, AND CUSTOMERS ON THE GO• Take photos of receipts and attach them to expenses for maximum tax savings.• Connect your bank accounts, so you can get a closer look at your Profit and Loss to see where you’re making and spending money.• Profit & Loss and Balance Sheet reports show how your small business is doing.• Review your bank transactions and add them to your books.• Receive overdue invoice notifications so you always know who owes you money.• Add new customers and get ready for more business.GET PAID FASTER• Create a professional quote for your customers.• Send customised Invoices for instant payment online.• Receive notifications when invoices have been viewed and paid.TRACK BUSINESS EXPENSES• Record business expenses on the go.• Upload a photo of your receipt; it’s that easy to go paperless.• Categorise your expense, helping you reduce ﬁnancial admin at tax time.DO EVEN MORE ON THE WEB• Customise all your sales forms with your logo and fields—in minutes• Give your accountant access so you can collaborate and be better prepared for tax-time• Add additional features with over 80 partner apps, including inventory management and advanced CRM, using apps.intuit.com.IT’S EASY TO GET STARTED• Already use QuickBooks Online? Download the app for FREE and sign-in with your QuickBooks credentials• New to QuickBooks Online? Download the app, create an account, and try it FREE for 30 days. No credit card required, and no obligation to purchase. • Your FREE trial includes unlimited access to QuickBooks on the web, your phone, and tablet. • If you love it, subscribe right from your mobile device.SUBSCRIBE IN THE APPAfter your free trial, pricing is based on the country you select during account creation. Payment will be charged to your account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. No cancellation of the current subscription is allowed during active subscription period. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication.Run your entire business with the No. 1 small business cloud accounting solution! Try it FREE for 30 days and enjoy the freedom to manage your small business anywhere from your phone and tablet, plus unlimited access to QuickBooks on the web. WHAT YOU NEED• QuickBooks Online users – it’s FREE with your subscription. Just sign in and go!• Note: You must be running 4.1 Android OS or later. Not compatible with QuickBooks Desktop for Windows or Mac.FROM INTUIT, MAKERS OF• QuickBooks Online & QuickBooks Self EmployedVISIT• https://security.intuit.com/privacy to learn how Intuit protects your privacy.• https://qbo.intuit.com/c1/Terms_Of_Service.html to read the Intuit terms of service.",http://lh3.googleusercontent.com/dWCJR5SH9dKbfcl-Ps_VC9BUOqPQb6iYN7vVjFgf-oYMZe7G5y5PoFyix1JLGo63nR8=h900,http://lh3.googleusercontent.com/lbVGUMmkR1JjtUR9HED0ZvSikK7k10FDdhOQdb82Hvzv0xmyXVeAzaghfS77UMU5cg=w300
49,arproductions.andrew.worklog,"Work Log is a ,  and  way to keep track of your shifts and calculate the number of hours worked and wages paid over your pay period. ★ ★ Save time with features like automatic break deduction and pay period settings★ Use widgets to punch in and out quickly, or as a shortcut to add a new shift. (tap on the punch in time to cancel it)★ Punch In and out, or enter your hours manually★ Customize how Work Log looks with options like date and time formatting, when your week starts and a light or dark theme★ View your hours in a variety of ways such as by week, month, pay period or all of your shifts at once★ Set your pay period to automatically calculate how many hours you worked and your wages for each paycheck★ Track as many details as you want with a variety of tracking options like Expenses, Tips, Sales, Mileage, Holiday Pay and more★ Have deductions and/or bonuses automatically calculated for paycheck estimates★ Keep track of overtime hours and wages for up to two separate overtimesInstall with Work Log Pro for extra features like tracking multiple jobs, removing ads, exporting all data as a spreadsheet (.CSV), as well as backup and import all saved data as a database via email",http://lh3.googleusercontent.com/TBseY9yJ9CAtYOFxCJwKi2C7_ACJRt2ummOJ96EE-RfMvLsll_QPwSRy7xiaROMI2Jg=h900,http://lh3.googleusercontent.com/S583YFaZL41wyqVyhbaUv-CWkkxonXXXXcOyMI7H0TNURIAaClYtSVpV3f1_xVEQPHM=w300
50,com.rauscha.apps.timesheet," allows you the recording of your working hours with a simple push of a button. You can easily add breaks, expenses and notes. Manage your projects and export your data to  (XLS, CSV). Clear overviews and statistics will give you the best working experience. Easy Backup / Restore to SD-Card or Dropbox/Drive!Enable real-time synchronisation to use Timesheet on multiple devices and on your desktop!Track your working hours even better with the web-application on my.timesheet.io- Time Tracking- Project Management- Track Expenses, Notes and Coffee Breaks- Excel Export (XLS, CSV)- Location-Based Tracking- Dropbox/Drive Backup- NFC, Google Calendar Plugin- Widget and Wear SupportFeel free to contact me, or write me your question on twitter or gplus.Twitter: https://twitter.com/timesheetIOGoogle+ Page: https://google.com/+TimesheetIOFacebook Page: https://www.facebook.com/timesheetIO",http://lh3.googleusercontent.com/FZ6tLNPCRy7pt2uUf2usTczt5G8Q_N9PhXDCRpe-N_61McorSvkEq8JJ9zOB4kigTdg=h900,http://lh3.googleusercontent.com/txLva_Lva3Q6QNXbxaf1ZMIpF665mZbi4qex2r3xJ-ksp5gF0opli-DedtJeppNCzA=w300
51,com.matixsoft.velopal,"VeloPal is the most powerful, accurate, reliable, social and finest GPS cycling app on the market! This incredible application with tons of unique features can track all of your vital cycling data and help you reach your fitness goals. VeloPal is the perfect app for everyone, whether you’re a pro cyclist or just starting out, VeloPal is the right app for you! The app has a beautiful intuitive interface, customizable parameters, accurate stats, is easy to use, and much more! Hands down, VeloPal is guaranteed to be the best app for cyclists.  And it gets better. VeloPal is also FREE, no ads!  Don’t miss out on the ultimate riding experience and download this amazing application now. Join a community of cyclists to start reaching your fitness potential today with VeloPal. ***Use RunPal for running/hiking/walking. You should use the same log in info for VeloPal and RunPal. Both apps are fully integrated.INCREDIBLE FEATURES •	Reliable GPS that accurately tracks workouts for the best cycling experience. •	All workout data is automatically synced with Velopal.com •	Create custom routes to fit your personal cycling needs.•	Making segments is convenient, quick, and easy. •	Activity Log allows you to track all activities in an organized format. Identify performance trends and confirm your goals! •	Set unique goals to reach your maximum fitness potential! Goals can be set for distance, calories and riding time. •	VeloPal also supports interval training and target alerts. •	Enjoy multitasking support allowing you to freely use a music player, text, and make phone calls, all while recording a ride. •	Workout summary conveniently provides you access to vital statistics all on one screen. Choose from organization by day, week, month, or year. •	Calendar: At a glance view your workout history for a specific date or even a full month. •	Connect external devices like the seamless integration of a heart monitor. Compatible with ANT+•	Custom graphs allow you to view side-by-side data comparisons using different parameters. Utilize this amazing feature to view your progress for certain cycling routes.  •	Velopal will rate your performance along a route by using your best time, average time, average speed, and other cycling data. All to provide you with the best feedback to improve your fitness. SUPPORTIVE COMMUNITY •	Advanced Leaderboards: compare your results with other athletes in the Velopal community. •	Comment, like, share, and support other users and motivate each other towards reaching personal fitness potential! •	Take photos off your rides and share these beautiful images with the world. •	Challenge your Velopals to some friendly competition and encourage each other to keep peddling! •	Activity Feed: Review and analyze workouts to stay on track of your fitness goals. •	Proudly share your workout success via Facebook and Twitter.  UNIQUE AND CUSTOMIZABLE DATA FIELDS•	Simply customize the layout of your data fields with the touch of a button!  •	Choose from a large variety of specific parameters to track data, including: time, speed, distance, calories burnt, gain elevation, lap time, and much more!  •	 At the end of a ride, you’re able to make notes about weather, track, mood, etc.  •	Filter leaderboards to enhance your search. Filter by age, weight, and bike type. Even more great features are coming soon! VeloPal automatically keeps track and stores all of your vital workout data to help you reach your goals! This incredible application is a must have for all level of cyclists. Feel free to visit our website for additional details and information at www.velopal.com *Please note: Continued use of GPS running in the background can dramatically decrease battery life.",http://lh3.googleusercontent.com/1C8Xp9KEWRCot0AMFTb3F8tttFJ4Q5Wj2d8m3P12xDByhsVo20M9jsYsJBcN_ipUQWk=h900,http://lh3.googleusercontent.com/X1C1G8ov41veWijNBxjzHlzULBuk31ixu_FFiykiK6mdhxCsti50TCuB_lIUhFJtvdHF=w300
52,com.sparkpeople.androidtracker,"Lose weight by tracking food & fitness with the SparkPeople’ Calorie Counter and Diet Tracker app. We think it’s the best weight loss and diet app for Android, and we think you will too.This app brings the fitness tracking and carb counting tools, calorie charts, exercise demos, and the detailed reporting that have helped millions of SparkPeople members meet their goals and live healthier, better, lives. The app fully integrates with our site, giving you access to detailed fitness and diet reporting, articles by our health experts, thousands of healthy recipes and more.WHY YOU SHOULD DOWNLOAD OUR APP NOW:The Biggest Food Database of any Food Tracking App & Diet App: With over 3,500,000 foods tracked and more added every day, our easy food lookup helps you count the calories you eat while finding a diet that’s right for you.Fast Diet & Fitness Tracking: It’s easy to track your workouts and count the calories you burn. Track both strength and cardio with our easy-to-use search function, including sets, reps, and weight/rep. Calculate the caloric intake of any meal with our simple calorie calculator. Great for tracking macros and counting carbs!Diet Agnostic: a 1200 calorie diet, a low carb or no carb diet, a vegan diet, a keto diet--it’s all the same to us. We’ll help you reach your goals, no matter the diet you’re following.Hundreds of Exercise Demonstrations: Get fit and avoid common exercise injuries with our short demos of popular cardio & strength exercises. All demos are performed by licensed trainers, so you can learn the right way, every time.Food Intake and Diet Calculator: Find most foods with our barcode scanner. Get the right calorie and nutritional information from our food database, & save the foods you eat to your food log. Use our calorie intake calculator & nutrition calculator with a tap. Find the makeup the common nutrients & minerals in your diet: calories, carbs, protein, fat, fiber, cholesterol, & more. Daily Weigh-In Page: Keep track of your progress with our easy to use weight & BMI chart. It’s easier to keep those extra pounds off once you’ve seen how far you’ve come!Health, Diet & Fitness Articles: Read articles from SparkPeople’s nutritionists & fitness experts to learn more about your metabolism & how to be healthier & more motivated. It’s like having a team of dietitians, nutritionists, & fitness trainers on your phone!Total Integration: You can access all fitness & nutrition logs from your computer, tablet or phone, so you always have the information you need to keep pace with your goals. Get Motivated with SparkPoints: SparkPoints is a game we’ve woven through our program that makes getting fit fun. Learn new, healthy habits, & spin the SparkWheel to get points & earn trophies.Connect Apps & Devices: Already use other apps or devices to track your fitness, but need weight loss strategies & diet tracking? Just connect the app or device you use to this app! We offer full integration with FitBit, Jawbone UP, Google Fit, Misfit, Runkeeper, & Garmin devices.SPARKPEOPLE ISN’T JUST AN APP, WE’RE A COMMUNITYThe SparkPeople Calorie Counter & Diet Tracker fully syncs with our site. Since 2001, SparkPeople.com has helped millions of people lose weight and stay fit by offering support, education and powerful weight loss & fitness tools. With your account, you can also access:- SparkPeople.com's vast library of healthy-living articles, fitness videos, & exercise planning tools.- SparkRecipes.com, our healthy recipe site. You’ll find over 600,000 healthy & tasty recipes that help you reach your nutrition goals.- The web’s friendliest, most supportive healthy lifestyle community. Get support from other members who have been right where you are; reach your weight loss & fitness goals while having fun!- Our #1 goal is to make you happy. For any questions, concerns, or suggestions please email us at support@sparkpeople.com Start living a healthier life. Thanks for using our app!",http://lh3.googleusercontent.com/DGgBq9HKRgZSlEAtXSd_4Ardc2a4Yw9gPu5j249GAOMz1GuMowdKWXkS_KNKmiIWZrM=h900,http://lh3.googleusercontent.com/j2cmlUbPAyU1ircDf9OtLmqj0Np1McJxESSqsdqdaOOJGNJeyYXWoO52gtyJn9TMzI4=w300
53,com.urbandroid.sleep,"Smart alarm clock with sleep cycle tracking. Wakes you gently in optimal moment for pleasant mornings.Features:- Sleep cycle tracking with smart wake up uses your phone's or wearable sensors (2 weeks trial)- Optional Pebble, Android Wear or Galaxy Gear smart watch tracking- Google Fit, S Health integration- Smart bulb control with Philips HUE- Sleep deficit, deep sleep and snoring statistics- Facebook, Twitter sharing- Gentle volume nature sound alarms (birds, sea, storm...) and playlists- Nature sound lullabies (whales, storm, sea, chants..) with binaural tones for fast fall asleep- Spotify integration or online radio alarms or lullabies- Never oversleep again with CAPTCHA wake up verification (Math, Sheep counting, Phone shaking, Bathroom QR code or NFC tag)- Sleep talk recording, snoring detection and anti-snoring- Jet lag prevention- Oximetric Sleep Apnea pre-screeningMore features waiting for you to explore!Watch our latest smartwatch integration progress and battery consumption chart herehttp://sleep.urbandroid.org/documentation/integration/wearable/Permissions explainedhttp://sleep.urbandroid.org/documentation/permissions/Quick starthttp://sleep.urbandroid.org/documentation/getting-started/Documentationhttp://sleep.urbandroid.org/documentation/FAQhttp://sleep.urbandroid.org/documentation/faq/",http://lh3.googleusercontent.com/PHGnW7sj850eSDTmpF2zvN1kN4Tyg3rId69VAumV1wFOFCHMx0RViHXaGinv02vRwl8=h900,http://lh3.googleusercontent.com/_d54j8d5ycmef4ldqkFbnfSXoqrBnvB9yIr8-yMszd-8fNa8UIsJAviNnhY4Vy0ugQ=w300
54,cc.pacer.androidapp,"""Pedometer & Weight Loss Coach"" syncs steps and calories with MyFitnessPal",http://lh3.googleusercontent.com/VXCn15beQj-ndgnY3ZJtuxk5IUvbjAmRA0zUPxo6_zOme5vGKaZ9tYvlkVSD-6seqJE=h900,http://lh5.ggpht.com/uvfphNTJrNMeehlDX_zZXLeqhXPOdPuK2x5v0JuVHXAm9GfAOV0QHhPy34ChPiAMDr52=w300
